,index,desc
6691,6691,"Ex-basketball player Harry ""Rabbit"" Angstrom has acquired heart trouble, a
second grandchild, and he is looking for a reason to live."
6692,6692,"Prison of Ice David Axton, Dean Koontz"
6693,6693,The Lives of Christopher ChantDiana Wynne Jones
6694,6694,"During the icy winter of 1857, riverboat man Abner Marsh is made captain of
his own grand Mississippi steamboat by Joshua York, a vampire intent upon
saving his maligned race from extinction."
6695,6695,"Snowmen at NightCaralyn Buehner, Mark Buehner"
6696,6696,"Cole Masten--bad boy, partier, and actor--alights in small-town Georgia and
develops a relationships with his total opposite."
6697,6697,"Carter, Claire and Gavin have formed the perfect little family. Their
friends are getting married and everyone is growing up, maturing and ready
to face the future. Or are they? From bachelorette party hell, porn
addictions, dinner roll baseball and botched wedding proposals to finding
out everyone's extended family is chock full of crazy, Carter and Claire
begin to question the strength of the ties that bind them. Unfortunately,
these ties have nothing to do with fuzzy handcuffs and everything to do
with the mounting differences between them. Will their friends make a mess
of things with their inappropriate comments and need to know everything, or
will they convince the couple that happily-ever-after sometimes really can
start with beer pong?"
6698,6698,The Good Luck of Right NowMatthew Quick
6699,6699,The Miracle at Speedy Motors Alexander McCall Smith
6700,6700,"James Bond investigates the mysterious dealings of England's richest man,
Auric Goldfinger, and finds himself squaring against Goldfinger's deadly
Korean henchman, Oddjob."
6701,6701,"French realism's most beguiling femme fatale, Nana crawled from the gutter
to ascend the heights of Parisian society, devouring men and squandering
fortunes along the way. Her corruption reflects the degenerate state of the
Second Empire and her story -- a classic of French literature -- is among
the first modern novels."
6702,6702,Rise of the ElgenRichard Paul Evans
6703,6703,CabalClive Barker
6704,6704,"Teaching human sexuality from a perspective that information and pleasure
are top priorities, divorced mom Ruth Ramsey butts heads with the local
soccer coach, a divorced former addict who became an evangelical Christian
after hitting rock bottom. By the author of Joe College. 200,000 first
printing."
6705,6705,No Man's LandDavid Baldacci
6706,6706,The Sum of All MenDavid Farland
6707,6707,The Other TypistSuzanne Rindell
6708,6708,"Seven astronauts travel to a distant planet to investigate strange radio
signals and encounter a deadly alien which secretes itself aboard their
ship and threatens to kill them all."
6709,6709,"When Joe Pike witnesses Dru Rayne's uncle beaten by a protection gang, he
becomes a target, and discovers Dru and her uncle are not who they seem."
6710,6710,"A sexy novel about two seventeen-year-olds—one a victim of human
trafficking; the other the son of the man who enslaved her—who fall in love
and question everything they ever believed… THIS IS A STORY ABOUT SACRIFICE
. . . DEATH . . . LOVE . . . FREEDOM. THIS IS A STORY ABOUT FOREVER.
Seventeen-year-old Haven Antonelli has never known freedom. From the time
she was a little girl, she and her mother have been slaves— victims of
human trafficking orchestrated by a vast Mafia network. But when Haven
attempts to escape and is caught, one man gives her a choice: go with him
or die. Agreeing to leave with Dr. Vincent DeMarco, Haven arrives at his
home and meets the doctor’s defiant—yet intriguing—son Carmine. Though
Carmine’s privileged upbringing is a world away from hers, Haven senses the
things they share. And soon her tenuous friendship with Carmine blossoms
into an unexpected love. Carmine has breezed through life breaking every
rule, scorning attachments— until he meets this strange, timid girl his
father has brought home. Her inno­cence draws him in a way he cannot
understand, and makes him feel in ways he never thought he’d experience.
And when he learns the Mafia isn’t through with her, he becomes bent on
protecting her . . . no matter the cost."
6711,6711,"After breaking from life with the Pack, mercenary Kate Daniels and her mate
- former Beast Lord Curran Lennart - are adjusting to a very different
pace. While they're thrilled to escape all the infighting, Curran misses
the constant challenges of leading the shapeshifters. So when the Pack
offers him its stake in the Mercenary Guild, Curran seizes the opportunity
- too bad the Guild wants nothing to do with him and Kate."
6712,6712,MarianaSusanna Kearsley
6713,6713,"The author describes his summer vacations as a child in Norway, life in an
English boarding school, adventures as a young man working in East Africa
for the Shell Company, and being a fighter pilot in World War II."
6714,6714,"Armed with attitude, individuality, and a penchant for disaster,
Clementine, a wonderfully wacky girl who is the inventor of the world's
first pair of bologna glasses, makes her first appearance in this hilarious
chapter book. Reprint."
6715,6715,The Dragon's PathDaniel Abraham
6716,6716,"A collection of T. S. Eliot's poems which concern cats including Mr.
Mistoffelees, and Skimbleshanks: The Railway Cat"
6717,6717,The Taming of the QueenPhilippa Gregory
6718,6718,"""Originally published in Sweden as Kvicksand by Leopard feorlag, Stockholm,
in 2014""--Title page verso."
6719,6719,Paradise Kiss 1Ai Yazawa
6720,6720,"Wall Street Journaland BusinessWeekbestseller Asked to explain why a few
people truly excel, most people offer one of two answers. The first is hard
work. Yet we all know plenty of hard workers who have been doing the same
job for years or decades without becoming great. The other possibility is
that the elite possess an innate talent for excelling in their field. We
assume that Mozart was born with an astounding gift for music, and Warren
Buffett carries a gene for brilliant investing. The trouble is, scientific
evidence doesn't support the notion that specific natural talents make
great performers. According to distinguished journalist Geoff Colvin, both
the hard work and natural talent camps are wrong. What really makes the
difference is a highly specific kind of effort-""deliberate practice""-that
few of us pursue when we're practicing golf or piano or stockpicking. Based
on scientific research, Talent is Overratedshares the secrets of
extraordinary performance and shows how to apply these principles. It
features the stories of people who achieved world-class greatness through
deliberate practice-including Benjamin Franklin, comedian Chris Rock,
football star Jerry Rice, and top CEOs Jeffrey Immelt and Steven Ballmer."
6721,6721,"Stryker, the adopted brother of the Dark-Hunter Acheron, prepares to lead
an army of demons and vampires against the entire human race and annihilate
the Dark-Hunters, but the arrival of his ex-wife Zephyra throws his plans
awry."
6722,6722,"Discharged from the Barrarayan academy after flunking the physical, a
discouraged Miles Vorkosigan takes possession of a jumpship and becomes the
leader of a mercenary force that expands to a fleet of treasonous
proportions. Reprint."
6723,6723,"Arabic novel about life among a group of thieves by the Nobel Prize winning
Egyptian author."
6724,6724,"This is the lavishly illustrated, definitive account of The Phantom of the
Opera, tracing the Phantom legend from its origins in historical fact
through Gaston Leroux's heartrending classic novel and other artistic
incarnations to the present day and Andrew Lloyd Webber's incredibly
successful musical."
6725,6725,"The Unusual SuspectsMichael Buckley, Peter Ferguson"
6726,6726,Gemeinsames LebenDietrich Bonhoeffer
6727,6727,"The conclusion to ""The Second Chronicles of Thomas Covenant"" finds a
despairing Thomas Covenant deciding to do whatever must be done, at
whatever cost, to at last defeat and destroy Lord Foul"
6728,6728,"Follows Helva through her adventures in space after having been born human,
but only her brain was saved and implanted into the titanium body of an
intergalactic space ship."
6729,6729,"This near-future trilogy is the first chance for English-speaking readers
to experience this multiple-award-winning phenomenon from Cixin Liu,
China's most beloved science fiction author. In The Dark Forest, Earth is
reeling from the revelation of a coming alien invasion-in just four
centuries' time. The aliens' human collaborators may have been defeated,
but the presence of the sophons, the subatomic particles that allow
Trisolaris instant access to all human information, means that Earth's
defense plans are totally exposed to the enemy. Only the human mind remains
a secret. This is the motivation for the Wallfacer Project, a daring plan
that grants four men enormous resources to design secret strategies, hidden
through deceit and misdirection from Earth and Trisolaris alike. Three of
the Wallfacers are influential statesmen and scientists, but the fourth is
a total unknown. Luo Ji, an unambitious Chinese astronomer and sociologist,
is baffled by his new status. All he knows is that he's the one Wallfacer
that Trisolaris wants dead. The Remembrance of Earth's Past Trilogy The
Three-Body Problem The Dark Forest Death's End Other Books Ball Lightning
(forthcoming)"
6730,6730,BlackoutMira Grant
6731,6731,"Cold VenganceDouglas Preston, Lincoln Child"
6732,6732,"A tale to keep you awake all night... It's a year since Tina Evans lost her
little boy Danny in a tragic accident, a year since she began the painful
process of trying to rebuild her life. Then a shattering message appears on
the blackboard in Danny's old room: NOT DEAD. Is it someone's idea of a
grim joke? Or the tangible evidence of her tormented unconscious? Or
something...more? The search for an answer, the search for Danny, demands a
courage and endurance beyond any that Tina thought she possessed. Only her
love for her son, her love for the one man who believes her, drives her on,
through the neon clamour of Las Vegas nightlife, the sun-scorched desert,
and the frozen mountains of the High Sierra. People die, coldly, brutally,
as a buried truth struggles to surface. A truth so incredible, so
frightening, so dangerous that its secret must be kept at the price of any
life --- any man, any woman...any child."
6733,6733,"For young Jaenelle, amnesia keeps her frightening memories at bay. But with
Saetan to protect her, her magic--and memories--will return. Jaenelle will
soon face her destiny when she remembers Daemon, Saetans son, who made the
ultimate sacrifice for her love."
6734,6734,"As prosecutor Ellen North prepares to try the man arrested for the
abduction of little Josh Kirkwood in the small hamlet of Deer Lake,
Minnesota, she confronts the sensation-driven news media, an old lover who
has become a defense attorney, an unwanted partner, and, suddenly, a second
kidnapping. Reissue."
6735,6735,Kushiel's ScionJacqueline Carey
6736,6736,"Tanner Mirabel ventures through the dark underside of Chasm City, a once
utopian city overrun by a vicious virus known as the Melding Plague, in
pursuit of a lowlife postmortal and comes face to face with a centuries-old
atrocity that everyone would do anything to keep hidden. Reprint."
6737,6737,"A compelling story of family secrets, love and lossWhen she fell pregnant
as a teenager in Ireland in 1952, Philomena Lee was sent to the convent at
Roscrea in Co. Tipperary to be looked after as a fallen woman. She cared
for her baby for three years until the Church took him from her and sold
him, like countless others, to America for adoption. Coerced into signing a
document promising never to attempt to see her child again, she nonetheless
spent the next fifty years secretly searching for him, unaware that he was
searching for her from across the Atlantic. Philomena's son, renamed
Michael Hess, grew up to be a top Washington lawyer and a leading
Republican official in the Reagan and Bush administrations. But he was a
gay man in a homophobic party where he had to conceal not only his
sexuality but, eventually, the fact that he had AIDs. With little time
left, he returned to Ireland and the convent where he was born: his
desperate quest to find his mother before he died left a legacy that was to
unfold with unexpected consequences for all involved. The Lost Child of
Philomena Lee is the tale of a mother and a son whose lives were scarred by
the forces of hypocrisy on both sides of the Atlantic and of the secrets
they were forced to keep. A compelling narrative of human love and loss,
Martin Sixsmith's moving account is both heartbreaking yet ultimately
redemptive."
6738,6738,"In her diary, middle school student Jamie Kelly describes her life at home
and at school, including her attempts to triumph over her nemesis, the
beautiful and popular Angeline."
6739,6739,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to HarvardLiz Murray"
6740,6740,"Treachery in DeathJ.D. Robb, Nora Roberts"
6741,6741,Under the Wide and Starry SkyNancy Horan
6742,6742,"With the challenge complete and the corrupt Alpha of Coldspring, defeated
Fane is now free to complete the mate bond with Jacque and perform the
Blood Rites ... but Jacque will soon realize a plan has been put in motion
that will change her course and possibly tear her from Fane's grasp
forever."
6743,6743,"Augie's nonconformity leads him into an eventful, humorous, and sometimes
earthy way of life."
6744,6744,"Emma decided to skip the gym and went home early. It was the last easy
decision she made because she found her roommate being raped by the
boyfriend. She had two choices. Call the cops and be killed by his family’s
mafia connections or kill him first and hope to survive. There was no
choice to her. She killed the bastard first and went to the one person who
could protect her. Carter Reed. He’s a weapon for the rivaling mafia
family, but he’s also Emma’s secret. Not only was he best friends with her
brother, but she’s the reason he became that weapon in the first place.
This book is not for the faint of heart."
6745,6745,Man and BoyTony Parsons
6746,6746,The Memoirs of CleopatraMargaret George
6747,6747,"Cotton Malone battles a group of families whose influence dates back to the
U.S. Constitution and who seeks to crack a code devised by Thomas Jefferson
himself in their quest for power. Reprint."
6748,6748,All My Puny SorrowsMiriam Toews
6749,6749,"Winning a scholarship to a prestigious college where she befriends a
beautiful girl of privilege, unassuming Mabel joins her friend during a
lakeside summer surrounded by wealthy vacationers only to discover morally
ambiguous truths about her friend's family fortune."
6750,6750,"An astrophysicist offers an introduction to the theoretical principles,
practical applications, and far-reaching implications of quantum physics
and quantum mechanics"
6751,6751,The Keep F. Paul Wilson
6752,6752,"An inside look at the billion-dollar enterprise reveals how the Internet
icon grew from a concept to a social phenomenon with a bold mission: to
organize all of the world's information and make it easily accessible to
people in more than one hundred languages. Reprint. 50,000 first printing."
6753,6753,"Jeder stirbt für sich alleinHans Fallada, Michael Hofmann, Geoff Wilkes"
6754,6754,"""First published in the United States of America by Viking, an imprint of
Penguin Random House LLC, 2016""--Title page verso."
6755,6755,"Suffering from the psychological strains of the Ngumi War, soldierboy
operator Julian Class, assisted by his lover, Dr. Amelia Harding, makes an
astonishing scientific discovery that could restore the universe. Reprint."
6756,6756,"New York Lieutenant Eve Dallas is up against a hit-man for the elite, whose
next target may be her own husband, Roarke."
6757,6757,"Explores Jung's psychological concepts regarding the nature, function and
importance of man's symbols as they appear on both the conscious and
subconscious level"
6758,6758,"The Work and the Glory, Vol. 1: Pillar of LightGerald N. Lund"
6759,6759,"A latest entry in the best-selling series finds Emily, Navin and the gang
traveling by airship in search of the mythical cloud city of Cielis, a
quest that is joined by the dubiously trustworthy son of the Elf King.
Original."
6760,6760,Lily and the OctopusSteven  Rowley
6761,6761,"Pursued by rumors of the atrocities he committed in Vietnam, a politician
and his wife seek refuge in a lakeside cabin in northern Minnesota, where a
mystery unfolds when the wife mysterious vanishes into the nearby
wilderness. Reprint."
6762,6762,"Tempt Me at TwilightLisa Kleypas, Rosalyn Landor"
6763,6763,"Kelsey, Ren and Kishan race against time and the evil sorcerer Lokesh on
the Andaman Islands in the Bay of Bengal as they seek Durga's final gift,
the Rope of Fire, that will finally break the tiger's curse."
6764,6764,Back SpinHarlan Coben
6765,6765,"Molly Somerville loves her career as the creator of the Daphne the Bunny
children's book series, but the rest of her life could use some
improvement. She has a reputation for trouble that started even before she
gave away her fifteen-million-dollar inheritance. Then there's her long-
term crush on the quarterback for the Chicago Stars football team her
sister owns—that awful, gorgeous Kevin Tucker, a man who can't even
remember Molly's name! One night Kevin barges into Molly's not-quite-
perfect life and turns it upside down. Unfortunately, the Ferrari-driving
riving, poodle-hating jock isn't as shallow as she wishes he were, and she
soon finds herself at a place called Wind Lake. Surrounded by paintbox
cottages, including a charming old bed-and-breakfast, Molly and Kevin
battle their attraction and each other as they face one of life's most
important lessons. Sometimes love hurts, sometimes it makes you mad as
hell, and sometimes—if you're lucky—it can heal in a most unexpected way."
6766,6766,"In order to save Alex, Aiden St. Delphi will do anything, including making
war against the gods."
6767,6767,"Sitting in a courtroom after being charged with murder, a geneticist and
happily married mother of two reflects on her affair with a secret lover
who claimed a connection to the British government and who seduced her with
an irresistible combination of sexual power, justice and revenge. By the
award-nominated author of Whatever You Love. 50,000 first printing."
6768,6768,"The Ice LimitDouglas Preston, Lincoln Child"
6769,6769,When Calls the HeartJanette Oke
6770,6770,"Sixteen-year-old widow Lady Johanna enters into a marriage of convenience
with Scottish warrior Gabriel MacBain, and she slowly suspects that she is
falling in love with her gruff, handsome husband. Reprint."
6771,6771,Married By MorningLisa Kleypas
6772,6772,"The National Book Award-nominated classic finds hapless Russian migr
Timofey Pnin precariously employed on an American college campus in the
1950s, where he falls victim to subtle academic conspiracies and the
manipulations of the narrator. 10,000 first printing."
6773,6773,"Orb, the daughter of Niobe, is chosen to become the Incarnation of Nature
but finds herself drawn to a mysterious man called Natasha--who may be the
embodiment of Evil"
6774,6774,"Twelve-year-old Meggie learns that her father Mo, a bookbinder, can ""read""
fictional characters to life when an evil ruler named Capricorn, freed from
the novel ""Inkheart"" years earlier, tries to force Mo to release an
immortal monster from the story."
6775,6775,ШинельNikolai Gogol
6776,6776,"When a Zen priest saves Musashi after the Battle of Sekigahara and confines
him in solitude to train and discipline his mind and spirit, Musashi
attempts to become the greatest samurai in Japan"
6777,6777,"After her twelfth birthday, Rory checks off a list of things she is finally
allowed to do, but unexpected consequences interfere with her involvement
in the movie being shot at her school, while a weird prediction starts to
make sense."
6778,6778,"The author returns to Ford County, Mississippi--the setting of his first
novel, ""A Time to Kill""--in a collection of seven stories."
6779,6779,"Ambrosio, the worthy superior of the Capuchins of Madrid, falls to the
temptations of Matilda, a fiend-inspired wanton who, disguised as a boy,
has entered his monastery as a novice. Ambrosio then falls in love with one
of his penitents and finally kills her in order to escape detection.
However, he is discovered, tortured by the Inquisition and sentenced to
death. Although extravagant in its mixture of the supernatural, the
terrible, and the indecent, the book contains scenes of great effect. The
novel is a prime example of 18th century Gothic, written partly in response
to Walpole and Radcliffe and enjoyed a considerable contemporary vogue."
6780,6780,"When his adopted daughter's friend reports that someone has been killing
off a circle of nomadic panhandlers, Lucas travels to North Dakota, where
he encounters a dangerously violent subculture."
6781,6781,"Confined to Seattle's Sacred Heart Orphanage during the Great Depression,
Chinese-American boy William Eng becomes convinced that a certain movie
actress is actually the mother he has not seen since he was seven years
old."
6782,6782,"Inspector Erlendur Sveinsson heads up the investigation into the killing of
a solitary man, found murdered in his Reykjavik apartment, only to discover
that the victim has only two friends, one in prison and one missing for
twenty-five years, and that the dead man had been accused but not convicted
of a rape forty years earlier. Reader's Guide available. Reprint. 25,000
first printing."
6783,6783,"Hunting down a killer and master illusionist whose first of several brutal
murders took place at a prestigious New York music school, investigator
Lincoln Rhyme and his protTgTe, Amelia Sachs, work together to prevent a
terrifying act of vengeance."
6784,6784,"Pastor Jim Cymbala shares the lessons he learned when the Spirit ignited
his heart and began to move through his people. This book is for anyone
seeking to live at the center of God's purposes, through experiencing the
power of his Spirit. This softcover edition includes a study guide."
6785,6785,The Madman’s DaughterMegan Shepherd
6786,6786,"Second HoneymoonJames Patterson, Howard Roughan"
6787,6787,"""Alexa Holland's father was her hero--until her shocking discovery that her
mother and she weren't his only family. Ever since, Alexa has worked to
turn her life in a different direction and forge her own identity outside
of his terrible secrets. But when she meets a man who's as damaged by her
father's mistakes as she is, Alexa must help him""--"
6788,6788,"The veteran comic shares some thoughts, musings, questions, lists, beliefs,
curiosities, monologues, assumptions, and assertions about the follies of
modern life"
6789,6789,"The authors provide an account of their journey around the world in search
of endangered animals, including the kakapo of New Zealand, white rhinos in
Zaire, and the Komodo lizard"
6790,6790,"When his precious baseball card is stolen by a mean dealer named Swindle,
Griffin Bing gathers up a group of courageous misfits and devises a plan to
break into the compound to get it back. Reprint."
6791,6791,"Seventeen-year-old Gwen Castle is a working-class girl determined to escape
her small island town, but when rich-kid Cass Somers, with whom she has a
complicated romantic history, shows up, she's forced to reassess her
feelings about her loving, complex family, her lifelong best friends, her
wealthy employer, the place where she lives and the boy she can't admit she
loves."
6792,6792,RuthlessSara Shepard
6793,6793,"""Passion, redemption, and a battered old suitcase full of secrets: the New
York Times-bestselling author of A Hundred Summers returns with another
engrossing tale of lost love and female ambition that crosses generations.
Manhattan, 1964. Vivian Schuyler, newly graduated from Bryn Mawr College,
has recently defied the privilege of her storied old Fifth Avenue family to
do the unthinkable for a budding Kennedy-era socialite: break into the Mad
Men world of razor-stylish Metropolitan magazine. But when she receives a
bulky overseas parcel in the mail, the unexpected contents draw her
inexorably back into her family's past, and the hushed-over crime
passionnel of an aunt she never knew, whose existence has been wiped from
the record of history. Berlin, 1914. Violet Schuyler Grant endures her
marriage to the philandering and decades-older scientist Dr. Walter Grant
for one reason: for all his faults, he provides the necessary support to
her liminal position as a young American female physicist in prewar
Germany. The arrival of Dr. Grant's magnetic former student at the
beginning of Europe's fateful summer interrupts this delicate detente.
Lionel Richardson, a captain in the British Army, challenges Violet to
escape her husband's perverse hold, and as the world edges into war and
Lionel's shocking true motives become evident, Violet is tempted to take
the ultimate step to set herself free and seek a life of her own conviction
with a man whose cause is as audacious as her own. As the iridescent and
fractured Vivian digs deeper into her aunt's past and the mystery of her
ultimate fate, Violet's story of determination and desire unfolds, shedding
light on the darkness of her years abroad and teaching Vivian to reach
forward with grace for the ambitious future--and the love--she wants
most.""--"
6794,6794,"Hiring bodyguard Jack Cole when a stalker turns dangerous, cable sex talk
show host Morgan O'Malley embarks on a passionate love affair with Jack,
with whom she lives out some of her most secret fantasies. Original. 25,000
first printing."
6795,6795,"The sixth magical adventure in the NY TIMES bestselling CHARLIE BONE
series! Life should be perfect for Charlie now that his parents have been
reunited. But mystery and adventure always find him. This time Asa, a
fellow classmate who changes into a beast at dusk and Charlie's sometime
enemy, is missing. His parents seek out Charlie for help, and now Charlie
needs the help of the Flames to rescue his classmate. Manfred Bloor has
also taken the new endowed student, Dagbert Endless, under his wing and
Charlie is highly suspicious of the pair. Can the Flames and Charlie rescue
Asa without being caught by Manfred and Dagbert?"
6796,6796,The Baller: A Down and Dirty Football NovelVi Keeland
6797,6797,"The Providence of Fire is the second novel in Brian Staveley's Chronicle of
the Unhewn Throne, a gripping new epic fantasy series The conspiracy to
destroy the ruling family of the Annurian Empire is far from over. Having
learned the identity of her father's assassin, Adare flees the Dawn Palace
in search of allies to challenge the coup against her family. Few trust
her, but when she is believed to be touched by Intarra, patron goddess of
the empire, the people rally to help her retake the capital city. As armies
prepare to clash, the threat of invasion from barbarian hordes compels the
rival forces to unite against their common enemy. Unknown to Adare, her
brother Valyn, a renegade member of the empire's most elite fighting force,
has allied with the invading nomads. The terrible choices each of them has
made may make war between them inevitable. Between Valyn and Adare is their
brother Kaden, rightful heir to the Unhewn Throne, who has infiltrated the
Annurian capital with the help of two strange companions. The knowledge
they possess of the secret history that shapes these events could save
Annur or destroy it."
6798,6798,"This book presents a new English translation of two seminal works by Jean-
Paul Sartre, the most dominant European intellectual of the post-World War
II decades. The volume includes Sartre's 1945 lecture “Existentialism Is a
Humanism” and his analysis of Camus's The Stranger, along with a discussion
of these works by acclaimed Sartre biographer Annie Cohen-Solal. This
edition is a translation of the 1996 French edition, which includes Arlette
Elkaïm-Sartre's introduction and a Q&A with Sartre about his lecture. In
her foreword, intended for an American audience, acclaimed Sartre
biographer Annie Cohen-Solal offers an assessment of both works. It was to
correct common misconceptions about his thought that Sartre accepted an
invitation to speak on October 29, 1945, at the Club Maintenant in Paris.
The unstated objective of his lecture (“Existentialism Is a Humanism”) was
to expound his philosophy as a form of “existentialism,” a term much
bandied about at the time. Sartre asserted that existentialism was
essentially a doctrine for philosophers, though, ironically, he was about
to make it accessible to a general audience. The published text of his
lecture quickly became one of the bibles of existentialism and made Sartre
an international celebrity. The idea of freedom occupies the center of
Sartre's doctrine. Man, born into an empty, godless universe, is nothing to
begin with. He creates his essence—his self, his being—through the choices
he freely makes (“existence precedes essence”). Were it not for the
contingency of his death, he would never end. Choosing to be this or that
is to affirm the value of what we choose. In choosing, therefore, we commit
not only ourselves but all of mankind."
6799,6799,"""Includes 'Secrets' a new chapter""--Cover."
6800,6800,"Jane Roberts is a bona fide celebrity, she is treated like a queen, has
couture clothes and starlet looks. She also has the tabloid scandals, fake
friends and relentless paparazzi. Now that Jane has survived her first
season on the air, she has learned a few things. Most importantly -
Hollywood is full of people trying to use you."
6801,6801,"The wares of the poor little match girl illuminate her cold world, bringing
some beauty to her brief, tragic life, in a classic tale illustrated by a
Caldecott Honor artist. Reissue."
6802,6802,The Places In BetweenRory Stewart
6803,6803,"BOOK ONE OF THE GUARDIANS TRILOGY To celebrate the rise of their new queen,
three goddesses of the moon created three stars, one of fire, one of ice,
one of water. But then they fell from the sky, putting the fate of all
worlds in danger. And now three women and three men join forces to pick up
the pieces… Sasha Riggs is a reclusive artist, haunted by dreams and
nightmares that she turns into extraordinary paintings. Her visions lead
her to the Greek island of Corfu, where five others have been lured to seek
the fire star. Sasha recognizes them, because she has drawn them: a
magician, an archaeologist, a wanderer, a fighter, a loner. All on a quest.
All with secrets. Sasha is the one who holds them together—the seer. And in
the magician, Bran Killian, she sees a man of immense power and compassion.
As Sasha struggles with her rare ability, Bran is there to support her,
challenge her, and believe in her. But Sasha and Bran are just two of the
six. And they all must all work together as a team to find the fire star in
a cradle of land beneath the sea. Over their every attempt at trust, unity,
and love, a dark threat looms. And it seeks to corrupt everything that
stands in its way of possessing the stars…"
6804,6804,"Hercule Poirot investigates when an unsuspecting student becomes the target
of a killer who is terrorizing a famous school for girls."
6805,6805,ParisEdward Rutherfurd
6806,6806,"Nine memorable classics: ""Ball of Fat,"" ""The Necklace,"" ""A Piece of
String,"" ""Mme. Tellier's Establishment,"" ""Mademoiselle Fifi,"" ""Miss
Harriet,"" ""A Way to Wealth,"" ""My Uncle Jules,"" and ""The Horla."""
6807,6807,"New York Times bestselling author Michael Connelly writes novels of
brilliantly original suspense. In this electrifying tour de force, he takes
us into a world of extremes: too much criminality, too much money, and too
many ways to die. In L.A. Cassie Black is another beautiful woman in a
Porsche: except Cassie just did six years in prison and still has ""outlaw
juice"" flowing in her veins. Now Cassie is returning to her old profession,
taking down a money man in Vegas. But the perfect heist goes very wrong,
and suddenly Cassie is on the run--with a near-psychotic Vegas ""fixer""
killing everyone who knew about the job. Between Cassie and the man hunting
her are a few last secrets: like who really set up the job, why Cassie had
to take the change, and how, in the end, it might all be a matter of the
moon..."
6808,6808,"After being washed overboard from an ocean liner, fifteen-year-old Harvey
Cheyne, spoiled son of a millionaire, is rescued by New England fishermen
who put him to work on their boat."
6809,6809,"Triana, a beautiful young woman who dreams of becoming a great musician,
falls prey to the demonic Stefan, the tormented ghost of a Russian
aristocrat, who seduces and manipulates her, drawing her into the dark side
into her own nature and then into the cruel past. 750,000 first printing.
BOMC Main."
6810,6810,The Forgetting TimeSharon Guskin
6811,6811,The third in the bestselling and award-winning manga series Death Note.
6812,6812,"In 1896, an archaeological dig unearths an ancient trunk containing
manuscripts that confirm the existence of Araluen Rangers Will and Halt and
tell of their first meeting and some of their previously unknown exploits."
6813,6813,"While hitchhiking through West Texas, former MP Jack Reacher encounters a
young woman seeking protection for herself and her little girl from her
monstrous husband, due to be released from jail, and his horrible family.
Reissue."
6814,6814,"""If she'd waited less than two weeks, my sister would be June who died in
June. But I guess she never took that into account."" Harper Scott's older
sister, June, took her own life a week before high school graduation,
leaving Harper devastated. So when her divorcing parents decide to split up
June's ashes, Harper steals the urn and takes off cross-country with her
best friend, Laney, to the one place June always dreamed of going--
California. Enter Jake Tolan, a boy with a bad attitude, a classic-rock
obsession...and an unknown connection to June. When he insists on joining
them, Harper's just desperate enough for answers to let him. With his
alternately charming and infuriating demeanor and his belief that music can
see you through anything, he might be exactly what Harper needs.
Except...Jake's keeping a secret that has the power to turn her life upside
down--again."
6815,6815,Eeny MeenyM.J. Arlidge
6816,6816,"A companion to The Darkest Evening of the Year centers on an iconic Belgian
shepherd that accompanies a man on a cross-country road trip marked by
heart-stopping danger and colorful characters. Reprint."
6817,6817,"Book one of the ultra sexy Knight series from USA Today Best selling Author
Kitty French . God, this book is freakin' filthy! Awesome' - Goodreads
reviewer. . Book 1 of 2 Sequel, Knight & Stay, out NOW! . There's only one
thing in life Lucien Knight really hates, and that's husbands who cheat on
their wives. There's only one problem in Sophie Black's life. Her cheating
husband... From the moment Lucien & Sophie meet, the seal is set. Romantic,
emotional & intensely erotic, Knight and Play is the perfect read for
lovers of international bestsellers Fifty Shades & Bared To You. Let
yourself be swept away by Part One of the Knight series from Kitty French,
a romance so hot it'll burn your fingers... CEO of Knight Inc. Lucien
Knight is catch-your-breath gorgeous and damaged by his troubled past in
Norway. All grown up and relocated to London, he's built his empire of
adult clubs from the ground up to become the gorgeous patron saint of the
sex industry. No one knows the dark childhood secrets that have given
Lucien a backbone of steel and a heart encased in ice. No one until Sophie
Black, that is... From the moment girl-next-door Sophie accepts the job as
Lucien Knight's PA, she understands how Alice must have felt when she
tumbled down the rabbit hole. Lucien takes her safe, vanilla life away and
plunges her head first into a huge dish of fantasy flavours. Rich, spicy
chocolate covered with dark, oozingly lickable sauce? Check. Tutti-frutti
with indecently red, glistening cherries on the top? Yes please. Lucien
strips away all of Sophie's inhibitions, and when he instructs her to
select three new toys, she soon realises he has more than a game of
Monopoly on his mind... He's opened the door to a whole new pleasure packed
world without limits, and Sophie is utterly intoxicated. But how far is she
willing to go? And what happens when she has to step back into reality
again? Lucien & Sophie's is a story of star crossed love and forbidden
passion, a sexual odyssey that spans the globe and changes both of their
lives forever. Let it change yours, too."
